Tm,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense
New England Patriots,305.0,5431.0,1050.0,5.2,31.0,19.0,312.0,335.0,565.0,3852.0,25.0,12.0,6.5,199.0,460.0,1579.0,5.0,3.4,94.0,83.0,608.0,19.0,0.0,0.0
Minnesota Vikings,306.0,5016.0,988.0,5.1,28.0,11.0,301.0,286.0,499.0,3179.0,16.0,17.0,6.0,172.0,456.0,1837.0,17.0,4.0,106.0,92.0,709.0,23.0,0.0,0.0
Dallas Cowboys,310.0,5066.0,963.0,5.3,23.0,11.0,299.0,320.0,540.0,3495.0,17.0,12.0,6.2,180.0,400.0,1571.0,11.0,3.9,103.0,97.0,801.0,16.0,0.0,0.0
Green Bay Packers,313.0,4812.0,1033.0,4.7,29.0,14.0,298.0,305.0,531.0,3266.0,20.0,15.0,5.7,177.0,457.0,1546.0,10.0,3.4,99.0,106.0,777.0,22.0,0.0,0.0
Buffalo Bills,318.0,5458.0,1086.0,5.0,37.0,14.0,335.0,299.0,536.0,3414.0,12.0,23.0,6.0,166.0,519.0,2044.0,20.0,3.9,138.0,110.0,938.0,31.0,0.0,0.0
Atlanta Falcons,338.0,5248.0,976.0,5.4,35.0,16.0,278.0,252.0,481.0,3295.0,28.0,19.0,6.5,157.0,466.0,1953.0,13.0,4.2,94.0,100.0,802.0,27.0,0.0,0.0
San Diego Chargers,342.0,5111.0,961.0,5.3,28.0,9.0,292.0,300.0,503.0,3445.0,22.0,19.0,6.5,181.0,430.0,1666.0,15.0,3.9,94.0,87.0,718.0,17.0,0.0,0.0
Pittsburgh Steelers,344.0,5168.0,1039.0,5.0,30.0,11.0,320.0,334.0,535.0,3586.0,21.0,19.0,6.3,194.0,466.0,1582.0,14.0,3.4,98.0,84.0,685.0,28.0,0.0,0.0
Phoenix Cardinals,344.0,5052.0,965.0,5.2,38.0,21.0,301.0,268.0,447.0,2916.0,12.0,17.0,6.2,156.0,493.0,2136.0,27.0,4.3,132.0,94.0,734.0,13.0,0.0,0.0
Miami Dolphins,349.0,5406.0,1019.0,5.3,21.0,9.0,327.0,300.0,485.0,3105.0,18.0,12.0,6.0,177.0,499.0,2301.0,17.0,4.6,133.0,91.0,684.0,17.0,0.0,0.0
Tampa Bay Buccaneers,365.0,4979.0,989.0,5.0,27.0,16.0,295.0,257.0,438.0,2872.0,15.0,11.0,6.0,147.0,512.0,2107.0,21.0,4.1,120.0,110.0,925.0,28.0,0.0,0.0
Indianapolis Colts,381.0,5127.0,961.0,5.3,28.0,13.0,305.0,240.0,388.0,2800.0,22.0,15.0,6.7,152.0,544.0,2327.0,23.0,4.3,140.0,88.0,645.0,13.0,0.0,0.0
Los Angeles Rams,390.0,5204.0,920.0,5.7,19.0,8.0,286.0,259.0,434.0,3545.0,25.0,11.0,7.9,162.0,469.0,1659.0,19.0,3.5,105.0,83.0,743.0,19.0,0.0,0.0
Cincinnati Bengals,435.0,5652.0,980.0,5.8,31.0,14.0,308.0,303.0,505.0,3990.0,26.0,17.0,7.6,191.0,454.0,1662.0,20.0,3.7,100.0,94.0,808.0,17.0,0.0,0.0
Avg Team,303.8,4908.6,972.2,5.0,32.2,14.8,284.1,285.8,498.2,3185.8,18.3,17.4,6.0,166.3,438.5,1722.8,12.8,3.9,98.5,96.57142857142857,775.0357142857142,19.3,0.0,0.0
