Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%,ExpectedPoints,Cmp%,PassTD%,Int%,Y/Apass,AY/A,Y/C,QbRating,Sk,SkYds,ANY/A,Sk%,ExpectedPointsPassing,PuntRet,PrYds,PrTD,Y/PR,KickRet,KrYds,KrTD,Y/KR,APYd,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt,PF_Defense,TotalYds_Defense,Ply_Defense,Y/Play_Defense,TO_Defense,FL_Defense,1stD_Defense,Cmp_Defense,PassAtt_Defense,PassYds_Defense,PassTD_Defense,Int_Defense,NY/A_Defense,1stDpass_Defense,RushAtt_Defense,RushYds_Defense,RushTD_Defense,Y/Arun_Defense,1stDrun_Defense,Pen_Defense,PenYds_Defense,1stPy_Defense,Sc%_Defense,TO%_Defense,ExpectedPoints_Defense,Cmp%_Defense,PassTD%_Defense,Int%_Defense,Y/Apass_Defense,AY/A_Defense,Y/C_Defense,QbRating_Defense,Sk_Defense,SkYds_Defense,ANY/A_Defense,Sk%_Defense,ExpectedPointsPassing_Defense,PntRet_Defense,PrYds_Defense,PrTD_Defense,Y/PR_Defense,KickRet_Defense,KrYds_Defense,KrTD_Defense,Y/KR_Defense,TFGA_Defense,TFGM_Defense,FG%_Defense,XPA_Defense,XPM_Defense,XP%_Defense,Pnt_Defense,PntYds_Defense,PntBlck_Defense,Y/Pnt_Defense,Fmb,ExpectedPointsRunning,ExpectedPointsRunning_Defense,#Dr,Plays/Drive,Yds/Drive,AvgStartingPosition,AvgDriveTime,Pts/Drive,#Dr_Defense,Plays/Drive_Defense,Yds/Drive_Defense,AvgStartingPosition_Defense,AvgDriveTime_Defense,Pts/Drive_Defense,FmbTD,IntTD,OthTD,AllTD,2PM,2PA,Sfty,FmbTD_Defense,IntTD_Defense,OthTD_Defense,2PM_Defense,2PA_Defense,Sfty_Defense,RawPassYds,TO_Differential,PF_Differential,Yds_Differential,PassPercent,RunPercent,PassYdPercent,RunYdPercent,PassTdPercent,RunTdPercent,PassRun1dRatio,RunPass1dRatio,Penalty1dPercent,YppYprRatio,PassPercent_Defense,RunPercent_Defense,PassYdPercent_Defense,RunYdPercent_Defense,PassTdPercent_Defense,RunTdPercent_Defense,Penalty1dPercent_Defense,YppYprRatio_Defense,FumbleLostPercent,DefensivePtsScored,TimeOfPossession,TimeOfPossession_Defense,AvgFieldPositionDifferential
Miami Dolphins,388.0,5601.0,1040.0,5.4,23.0,11.0,361.0,394.0,595.0,3729.0,27.0,12.0,5.8,226.0,399.0,1872.0,12.0,4.7,99.0,81.0,635.0,36.0,37.6,10.5,68.79,66.2,4.5,2.0,6.8,6.8,10.3,92.5,46.0,337.0,5.8,7.2,83.74,25.0,204.0,0.0,8.2,41.0,1082.0,0.0,26.4,7270.0,1.0,1.0,12.0,12.0,8.0,7.0,10.0,6.0,6.0,3.0,37.0,29.0,78.4,41.0,41.0,100.0,59.0,2688.0,1.0,45.6,373.0,5494.0,1029.0,5.3,25.0,11.0,309.0,338.0,537.0,3557.0,27.0,14.0,6.2,194.0,453.0,1937.0,13.0,4.3,99.0,105.0,920.0,16.0,36.7,13.3,-20.09,62.9,5.0,2.6,7.0,6.8,11.1,89.7,39.0,211.0,6.0,6.8,-48.03,36.0,349.0,0.0,9.7,46.0,1237.0,1.0,26.9,34.0,26.0,76.5,39.0,39.0,100.0,61.0,2593.0,0.0,42.5,27.0,-11.91,16.29,181.0,6.0,30.9,31.1,160.0,1.99,180.0,5.9,30.3,29.5,159.0,1.99,1.0,2.0,0.0,42.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,4066.0,2.0,15.0,107.0,0.6163461538461539,0.3836538461538461,0.6657739689341189,0.3342260310658811,0.6923076923076923,0.3076923076923077,2.2828282828282833,0.4380530973451328,0.0997229916897507,1.4468085106382975,0.5597667638483965,0.4402332361516035,0.6474335638878776,0.35256643611212235,0.675,0.325,0.051779935275080916,1.627906976744186,0.4074074074074074,24.0,28960.0,28620.0,1.6000000000000014
Atlanta Falcons,381.0,6051.0,1035.0,5.8,23.0,8.0,330.0,418.0,632.0,4553.0,28.0,15.0,6.9,233.0,372.0,1498.0,11.0,4.0,75.0,97.0,840.0,22.0,38.9,13.1,68.84,66.1,4.4,2.4,7.5,7.3,11.4,93.4,31.0,205.0,6.7,4.7,105.81,18.0,239.0,1.0,13.3,50.0,1174.0,0.0,23.5,7791.0,0.0,0.0,10.0,10.0,4.0,4.0,8.0,8.0,10.0,7.0,32.0,29.0,90.6,40.0,40.0,100.0,67.0,3063.0,0.0,45.7,417.0,6372.0,1038.0,6.1,28.0,12.0,358.0,359.0,566.0,4478.0,20.0,16.0,7.6,224.0,450.0,1894.0,21.0,4.2,108.0,91.0,744.0,26.0,42.6,14.2,-136.13,63.4,3.5,2.8,8.2,7.6,12.9,88.9,22.0,140.0,7.1,3.7,-131.54,26.0,250.0,0.0,9.6,36.0,820.0,0.0,22.8,38.0,31.0,81.6,42.0,40.0,95.2,56.0,2413.0,0.0,43.1,16.0,-26.32,-7.5,175.0,6.1,34.6,26.5,162.0,2.06,169.0,6.4,37.6,27.9,174.0,2.25,1.0,1.0,0.0,42.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4758.0,5.0,-36.0,-321.0,0.6405797101449275,0.3594202898550725,0.7524376136175839,0.2475623863824161,0.7179487179487181,0.28205128205128205,3.1066666666666665,0.3218884120171674,0.06666666666666668,1.875,0.5664739884393064,0.4335260115606936,0.7027620841180163,0.2972379158819837,0.4878048780487805,0.5121951219512195,0.07262569832402235,1.9523809523809519,0.5,12.0,28350.0,29406.0,-1.3999999999999986
New York Giants,380.0,5875.0,1086.0,5.4,28.0,14.0,336.0,383.0,607.0,4272.0,30.0,14.0,6.7,218.0,449.0,1603.0,13.0,3.6,83.0,101.0,896.0,35.0,34.7,12.4,27.58,63.1,4.9,2.3,7.4,7.3,11.7,92.2,30.0,198.0,6.7,4.7,82.92,29.0,224.0,0.0,7.7,44.0,1025.0,0.0,23.3,7324.0,1.0,1.0,7.0,6.0,9.0,9.0,5.0,4.0,4.0,4.0,26.0,24.0,92.3,44.0,44.0,100.0,81.0,3640.0,1.0,44.9,400.0,6012.0,1007.0,6.0,26.0,9.0,326.0,324.0,522.0,3850.0,25.0,17.0,6.8,187.0,438.0,2162.0,15.0,4.9,112.0,105.0,948.0,27.0,35.4,12.8,-56.64,62.1,4.8,3.3,8.0,7.5,12.8,89.4,47.0,313.0,6.3,8.3,-52.7,37.0,391.0,1.0,10.6,32.0,587.0,0.0,18.3,31.0,29.0,93.5,41.0,41.0,100.0,75.0,3416.0,0.0,45.5,21.0,-43.06,-6.02,193.0,5.8,30.3,28.2,153.0,1.93,195.0,5.3,30.8,28.5,144.0,1.88,1.0,0.0,0.0,44.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,4470.0,-2.0,-20.0,-137.0,0.5865561694290976,0.4134438305709024,0.7271489361702128,0.2728510638297872,0.6976744186046512,0.3023255813953488,2.6265060240963853,0.3807339449541284,0.10416666666666667,2.055555555555556,0.5650446871896723,0.4349553128103277,0.6403858948769129,0.3596141051230871,0.625,0.375,0.08282208588957055,1.6326530612244896,0.6666666666666666,6.0,29529.0,28080.0,-0.3000000000000007
Houston Texans,372.0,5513.0,1062.0,5.2,22.0,9.0,313.0,295.0,485.0,3352.0,22.0,13.0,6.6,171.0,551.0,2161.0,12.0,3.9,108.0,94.0,834.0,34.0,33.0,11.3,-9.79,60.8,4.5,2.7,7.1,6.8,11.7,86.4,26.0,108.0,6.3,5.1,41.25,34.0,208.0,0.0,6.1,20.0,422.0,0.0,21.1,6353.0,0.0,0.0,7.0,6.0,15.0,13.0,8.0,7.0,5.0,4.0,35.0,30.0,85.7,40.0,40.0,100.0,84.0,3845.0,1.0,45.8,307.0,5571.0,1077.0,5.2,34.0,14.0,329.0,363.0,619.0,3890.0,28.0,20.0,5.9,206.0,420.0,1681.0,6.0,4.0,89.0,99.0,786.0,34.0,26.6,16.1,79.59,58.6,4.5,3.2,6.7,6.1,11.4,80.4,38.0,251.0,5.4,5.8,29.48,32.0,396.0,0.0,12.4,45.0,1169.0,0.0,26.0,22.0,19.0,86.4,33.0,32.0,97.0,83.0,3742.0,0.0,45.1,19.0,-44.9,40.94,194.0,5.7,28.2,27.7,154.0,1.69,199.0,5.5,27.8,27.6,142.0,1.48,1.0,4.0,1.0,40.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,3460.0,12.0,65.0,-58.0,0.4811676082862524,0.5188323917137476,0.6080174133865409,0.3919825866134591,0.6470588235294118,0.3529411764705882,1.5833333333333333,0.631578947368421,0.10862619808306707,1.8205128205128205,0.6100278551532033,0.3899721448467967,0.6982588404236223,0.3017411595763777,0.8235294117647058,0.17647058823529416,0.1033434650455927,1.675,0.4736842105263158,38.0,29876.0,28258.0,0.09999999999999787
Cincinnati Bengals,365.0,5568.0,1018.0,5.5,26.0,9.0,313.0,323.0,503.0,3421.0,20.0,17.0,6.5,164.0,492.0,2147.0,19.0,4.4,122.0,102.0,812.0,27.0,34.0,13.1,7.02,64.2,4.0,3.4,7.1,6.3,11.0,84.2,23.0,130.0,5.8,4.4,9.94,40.0,436.0,0.0,10.9,45.0,1241.0,0.0,27.6,7370.0,0.0,0.0,6.0,6.0,12.0,10.0,12.0,10.0,3.0,0.0,33.0,26.0,78.8,39.0,39.0,100.0,73.0,3419.0,0.0,46.8,344.0,5749.0,1067.0,5.4,26.0,6.0,337.0,365.0,608.0,3888.0,18.0,20.0,6.2,197.0,439.0,1861.0,16.0,4.2,105.0,105.0,876.0,35.0,32.6,13.6,-30.61,60.0,3.0,3.3,6.6,5.7,11.0,75.8,20.0,125.0,5.3,3.2,-53.38,30.0,226.0,1.0,7.5,44.0,1123.0,0.0,25.5,32.0,26.0,81.3,34.0,34.0,100.0,75.0,3274.0,0.0,43.7,20.0,3.67,9.88,191.0,5.5,29.1,30.3,153.0,1.84,184.0,6.0,31.1,26.2,159.0,1.72,0.0,1.0,0.0,40.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,3551.0,0.0,21.0,-181.0,0.5166994106090373,0.4833005893909626,0.6144037356321839,0.3855962643678161,0.5128205128205128,0.4871794871794872,1.3442622950819672,0.7439024390243902,0.08626198083067092,1.6136363636363635,0.5885660731021556,0.4114339268978444,0.6762915289615585,0.3237084710384415,0.5294117647058824,0.4705882352941176,0.10385756676557864,1.5714285714285712,0.45,12.0,29223.0,29256.0,4.100000000000001
Kansas City Chiefs,353.0,5100.0,962.0,5.3,17.0,11.0,309.0,320.0,493.0,3182.0,18.0,6.0,5.9,184.0,420.0,1918.0,18.0,4.6,92.0,88.0,681.0,33.0,35.8,9.2,37.4,64.9,3.7,1.2,7.0,7.1,10.7,92.2,49.0,246.0,6.0,9.0,58.31,50.0,605.0,1.0,12.1,51.0,1430.0,1.0,28.0,7366.0,1.0,1.0,10.0,10.0,7.0,6.0,10.0,7.0,2.0,1.0,30.0,25.0,83.3,38.0,38.0,100.0,71.0,3164.0,0.0,44.6,281.0,5288.0,1024.0,5.2,14.0,8.0,310.0,318.0,545.0,3252.0,22.0,6.0,5.5,184.0,433.0,2036.0,4.0,4.7,108.0,107.0,851.0,18.0,32.6,6.7,-5.79,58.3,4.0,1.1,6.4,6.7,11.0,86.4,46.0,253.0,5.8,7.8,-17.03,29.0,190.0,0.0,6.6,54.0,1293.0,0.0,23.9,37.0,32.0,86.5,25.0,25.0,100.0,78.0,3700.0,0.0,47.4,22.0,-2.73,8.98,173.0,5.7,29.4,29.3,166.0,1.93,178.0,6.0,29.7,27.7,162.0,1.56,1.0,1.0,0.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3428.0,-3.0,72.0,-188.0,0.5634095634095634,0.4365904365904366,0.6239215686274511,0.3760784313725489,0.5,0.5,2.0,0.5,0.10679611650485436,1.5217391304347827,0.5771484375,0.4228515625,0.6149773071104387,0.3850226928895613,0.8461538461538461,0.15384615384615385,0.05806451612903226,1.3617021276595744,0.5,12.0,28718.0,28836.0,1.6000000000000014
San Diego Chargers,348.0,5465.0,1009.0,5.4,23.0,5.0,326.0,380.0,574.0,4098.0,31.0,18.0,6.7,214.0,398.0,1367.0,6.0,3.4,75.0,111.0,967.0,37.0,33.9,12.6,51.84,66.2,5.4,3.1,7.5,7.2,11.3,93.4,37.0,198.0,6.4,6.1,111.54,23.0,203.0,0.0,8.8,26.0,577.0,0.0,22.2,6491.0,1.0,1.0,6.0,6.0,9.0,8.0,6.0,4.0,4.0,3.0,26.0,22.0,84.6,40.0,40.0,100.0,75.0,3366.0,1.0,44.9,348.0,5413.0,988.0,5.5,18.0,11.0,307.0,320.0,524.0,3427.0,24.0,7.0,6.2,168.0,438.0,1986.0,11.0,4.5,98.0,129.0,1067.0,41.0,35.8,9.5,-53.24,61.1,4.6,1.3,6.9,7.2,11.3,91.3,26.0,178.0,6.5,4.7,-79.59,35.0,366.0,0.0,10.5,67.0,1488.0,0.0,22.2,34.0,28.0,82.4,36.0,36.0,100.0,69.0,3210.0,0.0,46.5,15.0,-48.68,19.69,174.0,5.9,31.3,26.4,171.0,1.87,179.0,5.7,30.2,28.5,157.0,1.88,3.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4296.0,-5.0,0.0,52.0,0.6055500495540139,0.3944499504459861,0.7498627630375114,0.2501372369624886,0.8378378378378378,0.16216216216216214,2.853333333333333,0.3504672897196261,0.11349693251533742,2.2058823529411766,0.5566801619433198,0.4433198380566802,0.6331054867910586,0.3668945132089414,0.6857142857142857,0.3142857142857143,0.13355048859934854,1.5333333333333334,0.3333333333333333,20.0,29754.0,28103.0,-2.1000000000000014
Buffalo Bills,343.0,5096.0,1020.0,5.0,23.0,10.0,273.0,363.0,579.0,3614.0,23.0,13.0,5.8,186.0,402.0,1482.0,7.0,3.7,65.0,124.0,1031.0,22.0,32.5,11.2,-49.72,62.7,4.0,2.2,6.7,6.4,10.6,86.0,39.0,242.0,5.6,6.3,21.36,37.0,354.0,1.0,9.6,33.0,770.0,1.0,23.3,6505.0,0.0,0.0,9.0,9.0,13.0,12.0,8.0,7.0,8.0,6.0,38.0,34.0,89.5,32.0,31.0,96.9,86.0,3692.0,0.0,42.9,289.0,4995.0,1027.0,4.9,30.0,11.0,302.0,337.0,559.0,3292.0,16.0,19.0,5.4,171.0,414.0,1703.0,10.0,4.1,89.0,104.0,849.0,42.0,28.3,14.1,75.16,60.3,2.9,3.4,6.4,5.5,10.7,74.5,54.0,308.0,4.5,8.8,35.24,38.0,246.0,0.0,6.5,32.0,639.0,0.0,20.0,37.0,30.0,81.1,27.0,27.0,100.0,88.0,3834.0,0.0,43.6,22.0,-65.53,34.39,197.0,5.4,25.8,30.2,145.0,1.58,198.0,5.4,25.2,26.9,148.0,1.37,1.0,0.0,1.0,34.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3856.0,7.0,54.0,101.0,0.6058823529411764,0.3941176470588236,0.7091836734693877,0.2908163265306123,0.7666666666666667,0.2333333333333333,2.8615384615384616,0.3494623655913979,0.08058608058608059,1.8108108108108107,0.5968841285296982,0.4031158714703018,0.6590590590590589,0.34094094094094096,0.6153846153846154,0.3846153846153846,0.1390728476821192,1.5609756097560978,0.4545454545454545,14.0,28565.0,29304.0,3.3000000000000007
Carolina Panthers,339.0,5547.0,1060.0,5.2,23.0,11.0,347.0,327.0,545.0,3511.0,23.0,12.0,6.0,199.0,473.0,2036.0,10.0,4.3,117.0,83.0,756.0,31.0,34.8,11.8,29.83,60.0,4.2,2.2,7.0,6.9,11.7,86.2,42.0,317.0,5.8,7.2,56.09,30.0,239.0,1.0,8.0,37.0,805.0,0.0,21.8,6923.0,0.0,0.0,7.0,7.0,13.0,12.0,12.0,9.0,3.0,1.0,35.0,29.0,82.9,34.0,34.0,100.0,74.0,3236.0,1.0,43.7,374.0,5437.0,999.0,5.4,26.0,12.0,309.0,364.0,562.0,3645.0,25.0,14.0,6.1,193.0,397.0,1792.0,14.0,4.5,91.0,97.0,760.0,25.0,34.1,14.0,-39.67,64.8,4.4,2.5,7.0,6.7,10.8,89.5,40.0,268.0,5.8,6.6,-51.81,28.0,435.0,1.0,15.5,18.0,584.0,0.0,32.4,28.0,22.0,78.6,44.0,44.0,100.0,72.0,3297.0,0.0,45.8,25.0,-18.45,9.52,178.0,6.2,31.0,27.7,174.0,1.79,179.0,5.7,30.3,27.6,154.0,1.89,0.0,2.0,0.0,36.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3828.0,3.0,-35.0,110.0,0.5537735849056604,0.4462264150943396,0.6329547503154859,0.3670452496845141,0.696969696969697,0.303030303030303,1.7008547008547008,0.5879396984924623,0.0893371757925072,1.627906976744186,0.6026026026026026,0.39739739739739743,0.6704064741585433,0.32959352584145674,0.6410256410256411,0.3589743589743589,0.08090614886731391,1.5555555555555556,0.44,12.0,30972.0,27566.0,0.09999999999999787
Minnesota Vikings,325.0,5048.0,981.0,5.1,20.0,2.0,288.0,322.0,517.0,3244.0,17.0,18.0,5.7,171.0,413.0,1804.0,12.0,4.4,90.0,100.0,836.0,27.0,31.8,10.8,-2.41,62.3,3.3,3.5,6.9,6.0,11.1,79.2,51.0,322.0,4.9,9.0,1.79,27.0,297.0,0.0,11.0,54.0,1173.0,0.0,21.7,6819.0,2.0,2.0,5.0,4.0,10.0,8.0,9.0,7.0,9.0,5.0,35.0,26.0,74.3,29.0,29.0,100.0,76.0,3318.0,1.0,43.7,343.0,5515.0,1025.0,5.4,19.0,6.0,321.0,353.0,534.0,3572.0,26.0,13.0,6.2,189.0,450.0,1943.0,10.0,4.3,100.0,112.0,938.0,32.0,34.1,10.1,-42.67,66.1,4.9,2.4,7.1,7.0,10.7,92.8,41.0,217.0,6.1,7.1,-57.96,39.0,255.0,0.0,6.5,28.0,579.0,0.0,20.7,31.0,25.0,80.6,37.0,36.0,97.3,76.0,3292.0,0.0,43.3,12.0,4.02,7.87,176.0,5.8,28.5,27.3,157.0,1.64,179.0,5.9,30.6,28.2,169.0,1.83,2.0,2.0,2.0,35.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3566.0,-1.0,-18.0,-467.0,0.5790010193679919,0.42099898063200814,0.6426307448494454,0.3573692551505546,0.5862068965517241,0.4137931034482759,1.9,0.5263157894736842,0.09375,1.568181818181818,0.5609756097560976,0.4390243902439024,0.6476881233000906,0.3523118766999094,0.7222222222222222,0.2777777777777778,0.09968847352024922,1.6511627906976745,0.16666666666666666,36.0,27632.0,30251.0,-0.8999999999999986
St. Louis Rams,324.0,5035.0,957.0,5.3,27.0,11.0,288.0,327.0,515.0,3400.0,20.0,16.0,6.0,189.0,395.0,1635.0,11.0,4.1,79.0,123.0,1139.0,20.0,29.6,14.0,-56.29,63.5,3.9,3.1,7.2,6.6,11.3,84.9,47.0,295.0,5.5,8.4,5.26,37.0,482.0,2.0,13.0,45.0,1099.0,0.0,24.4,6915.0,1.0,1.0,7.0,6.0,12.0,10.0,3.0,2.0,7.0,5.0,30.0,24.0,80.0,35.0,34.0,97.1,81.0,3721.0,1.0,45.9,354.0,5626.0,1005.0,5.6,25.0,12.0,301.0,368.0,540.0,3861.0,18.0,13.0,6.7,189.0,425.0,1765.0,12.0,4.2,83.0,105.0,882.0,29.0,30.2,13.2,5.33,68.1,3.3,2.4,7.6,7.2,11.2,91.8,40.0,265.0,6.3,6.9,-57.93,28.0,192.0,0.0,6.9,35.0,849.0,1.0,24.3,29.0,25.0,86.2,39.0,39.0,100.0,76.0,3268.0,0.0,43.0,27.0,-56.47,54.74,186.0,5.3,26.9,28.0,151.0,1.55,182.0,5.7,30.8,25.6,162.0,1.57,0.0,3.0,0.0,36.0,1.0,1.0,0.0,3.0,5.0,1.0,0.0,0.0,0.0,3695.0,-2.0,-30.0,-591.0,0.587251828631139,0.41274817136886105,0.6752730883813307,0.3247269116186693,0.6451612903225806,0.3548387096774194,2.392405063291139,0.417989417989418,0.06944444444444445,1.75609756097561,0.5771144278606966,0.42288557213930345,0.686277995023107,0.3137220049768929,0.6,0.4,0.09634551495016612,1.809523809523809,0.4074074074074074,18.0,28086.0,29484.0,2.3999999999999986
Detroit Lions,321.0,5452.0,1045.0,5.2,20.0,8.0,310.0,365.0,604.0,4030.0,22.0,12.0,6.2,210.0,396.0,1422.0,11.0,3.6,72.0,118.0,989.0,28.0,32.4,9.5,41.29,60.4,3.6,2.0,7.1,6.9,11.7,85.9,45.0,254.0,6.1,6.9,83.34,32.0,284.0,0.0,8.9,25.0,612.0,0.0,24.5,6637.0,0.0,0.0,10.0,10.0,6.0,5.0,14.0,6.0,8.0,4.0,38.0,25.0,65.8,32.0,32.0,100.0,68.0,3138.0,0.0,46.1,282.0,4815.0,984.0,4.9,27.0,7.0,310.0,383.0,592.0,3706.0,23.0,20.0,5.8,209.0,350.0,1109.0,8.0,3.2,59.0,99.0,849.0,42.0,26.9,14.3,48.45,64.7,3.9,3.4,6.8,6.0,10.4,83.0,42.0,295.0,5.2,6.6,-41.9,30.0,311.0,1.0,10.4,20.0,544.0,0.0,27.2,23.0,18.0,78.3,30.0,30.0,100.0,82.0,3583.0,0.0,43.7,21.0,-35.0,81.82,179.0,6.1,30.4,29.9,170.0,1.71,182.0,5.5,26.3,26.1,149.0,1.49,1.0,1.0,0.0,35.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4284.0,7.0,39.0,637.0,0.6210526315789474,0.3789473684210526,0.7391782831988262,0.26082171680117383,0.6666666666666666,0.33333333333333337,2.9166666666666665,0.3428571428571429,0.09032258064516127,1.9722222222222219,0.6443089430894309,0.3556910569105691,0.7696780893042575,0.2303219106957425,0.7419354838709677,0.25806451612903225,0.13548387096774195,2.125,0.3809523809523809,14.0,30430.0,27118.0,3.799999999999997
Chicago Bears,319.0,5233.0,1005.0,5.2,29.0,10.0,322.0,396.0,609.0,3792.0,30.0,19.0,5.8,194.0,355.0,1441.0,8.0,4.1,91.0,113.0,997.0,37.0,27.8,16.1,-21.44,65.0,4.9,3.1,6.6,6.2,10.2,87.3,41.0,243.0,5.4,6.3,-2.52,21.0,109.0,0.0,5.2,55.0,1290.0,1.0,23.5,6865.0,0.0,0.0,5.0,5.0,4.0,3.0,6.0,4.0,1.0,0.0,16.0,12.0,75.0,35.0,33.0,94.3,72.0,3107.0,1.0,43.2,442.0,6033.0,1008.0,6.0,24.0,10.0,325.0,366.0,548.0,4230.0,34.0,14.0,7.2,227.0,421.0,1803.0,12.0,4.3,78.0,106.0,978.0,20.0,44.6,12.4,-106.73,66.8,6.2,2.6,8.1,8.2,12.2,101.7,39.0,228.0,7.3,6.6,-135.41,33.0,335.0,1.0,10.2,35.0,614.0,0.0,17.5,39.0,33.0,84.6,49.0,49.0,100.0,49.0,2109.0,0.0,43.0,19.0,-7.23,14.42,180.0,5.7,29.0,25.9,161.0,1.68,177.0,5.9,34.0,32.8,163.0,2.38,0.0,1.0,0.0,40.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4035.0,-5.0,-123.0,-800.0,0.6467661691542289,0.3532338308457711,0.7246321421746608,0.27536785782533924,0.7894736842105263,0.21052631578947367,2.131868131868132,0.4690721649484536,0.11490683229813665,1.6097560975609757,0.5823412698412699,0.4176587301587301,0.7011437095972153,0.2988562904027847,0.7391304347826086,0.2608695652173913,0.061538461538461535,1.8837209302325584,0.5263157894736842,6.0,28980.0,28851.0,-6.899999999999999
Arizona Cardinals,310.0,5116.0,993.0,5.2,17.0,5.0,302.0,320.0,568.0,3808.0,21.0,12.0,6.4,191.0,397.0,1308.0,6.0,3.3,67.0,91.0,707.0,44.0,30.9,9.4,-15.68,56.3,3.7,2.1,7.0,6.8,12.5,81.8,28.0,182.0,6.2,4.7,55.43,26.0,277.0,1.0,10.7,22.0,417.0,0.0,19.0,6015.0,0.0,0.0,5.0,5.0,14.0,12.0,11.0,10.0,3.0,2.0,33.0,29.0,87.9,27.0,27.0,100.0,92.0,3815.0,2.0,41.5,299.0,5891.0,1010.0,5.8,25.0,7.0,300.0,365.0,579.0,4152.0,22.0,18.0,6.8,195.0,396.0,1739.0,9.0,4.4,77.0,130.0,1192.0,28.0,29.8,12.8,3.41,63.0,3.8,3.1,7.6,7.0,12.0,86.0,35.0,244.0,6.2,5.7,-31.99,32.0,284.0,0.0,8.9,37.0,967.0,0.0,26.1,32.0,25.0,78.1,32.0,32.0,100.0,78.0,3544.0,0.0,45.4,16.0,-59.05,27.44,181.0,5.7,28.3,26.9,158.0,1.52,188.0,5.5,31.3,26.0,154.0,1.55,1.0,3.0,0.0,32.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3990.0,8.0,11.0,-775.0,0.6002014098690835,0.3997985901309165,0.7443315089913995,0.25566849100860045,0.7777777777777778,0.2222222222222222,2.8507462686567164,0.3507853403141361,0.1456953642384106,2.121212121212121,0.6079207920792079,0.3920792079207921,0.7048039382108301,0.2951960617891699,0.7096774193548387,0.29032258064516125,0.09333333333333334,1.7272727272727268,0.3125,24.0,28598.0,28952.0,0.8999999999999986
San Francisco 49ers,306.0,5239.0,1009.0,5.2,22.0,12.0,303.0,292.0,487.0,3063.0,20.0,10.0,5.7,165.0,470.0,2176.0,10.0,4.6,104.0,116.0,937.0,34.0,30.9,11.8,10.63,60.0,4.1,2.1,7.0,6.9,11.7,86.3,52.0,344.0,5.6,9.6,46.81,35.0,227.0,0.0,6.5,45.0,1104.0,0.0,24.5,6943.0,0.0,0.0,6.0,6.0,9.0,8.0,7.0,5.0,9.0,6.0,31.0,25.0,80.6,33.0,33.0,100.0,73.0,3369.0,1.0,46.2,340.0,5143.0,989.0,5.2,29.0,6.0,308.0,324.0,551.0,3531.0,29.0,23.0,6.0,188.0,402.0,1612.0,7.0,4.0,83.0,122.0,909.0,37.0,32.0,16.6,-8.98,58.8,5.3,4.2,6.8,5.9,11.5,79.5,36.0,200.0,5.2,6.1,-46.52,36.0,336.0,1.0,9.3,40.0,907.0,0.0,22.7,20.0,20.0,100.0,40.0,40.0,100.0,74.0,3362.0,0.0,45.4,18.0,-32.96,29.0,178.0,5.8,29.4,27.8,171.0,1.6,175.0,5.8,29.3,25.8,160.0,1.78,1.0,2.0,0.0,33.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3407.0,7.0,-34.0,96.0,0.5341922695738355,0.4658077304261645,0.5846535598396639,0.415346440160336,0.6666666666666666,0.33333333333333337,1.5865384615384617,0.6303030303030303,0.1122112211221122,1.5217391304347827,0.5935288169868554,0.40647118301314455,0.6865642621038305,0.3134357378961695,0.8055555555555556,0.1944444444444444,0.12012987012987013,1.7,0.6666666666666666,18.0,30438.0,28000.0,2.0
