Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
Philadelphia Eagles,0.0,0.0,11.0,10.0,9.0,8.0,9.0,7.0,0.0,0.0,29.0,25.0,86.2,40.0,40.0,100.0,74.0,3150.0,1.0,42.6
New England Patriots,1.0,1.0,10.0,9.0,8.0,8.0,14.0,8.0,2.0,1.0,35.0,27.0,77.1,42.0,39.0,92.9,64.0,2766.0,0.0,43.2
Houston Oilers,0.0,0.0,7.0,7.0,16.0,14.0,12.0,10.0,3.0,1.0,38.0,32.0,84.2,35.0,35.0,100.0,68.0,3017.0,1.0,44.4
Pittsburgh Steelers,0.0,0.0,12.0,10.0,10.0,8.0,7.0,5.0,1.0,0.0,30.0,23.0,76.7,37.0,37.0,100.0,72.0,2931.0,0.0,40.7
Denver Broncos,2.0,2.0,8.0,8.0,5.0,4.0,10.0,6.0,3.0,1.0,28.0,21.0,75.0,46.0,46.0,100.0,65.0,2714.0,0.0,41.8
Arizona Cardinals,1.0,1.0,15.0,13.0,10.0,6.0,5.0,3.0,0.0,0.0,31.0,23.0,74.2,31.0,29.0,93.5,77.0,3372.0,1.0,43.8
Atlanta Falcons,0.0,0.0,5.0,5.0,11.0,9.0,8.0,7.0,5.0,1.0,29.0,22.0,75.9,31.0,31.0,100.0,75.0,3152.0,0.0,42.0
Indianapolis Colts,1.0,1.0,11.0,11.0,9.0,8.0,14.0,11.0,5.0,5.0,40.0,36.0,90.0,27.0,27.0,100.0,68.0,3105.0,0.0,45.7
Dallas Cowboys,1.0,1.0,13.0,13.0,13.0,12.0,7.0,5.0,2.0,1.0,36.0,32.0,88.9,25.0,24.0,96.0,74.0,3150.0,0.0,42.6
Chicago Bears,0.0,0.0,4.0,4.0,9.0,6.0,17.0,13.0,0.0,0.0,30.0,23.0,76.7,26.0,26.0,100.0,78.0,3491.0,0.0,44.8
St. Louis Rams,1.0,1.0,11.0,11.0,5.0,4.0,7.0,4.0,1.0,1.0,25.0,21.0,84.0,31.0,30.0,96.8,78.0,3491.0,0.0,44.8
Jacksonville Jaguars,2.0,2.0,9.0,9.0,14.0,12.0,8.0,5.0,3.0,2.0,36.0,30.0,83.3,27.0,27.0,100.0,69.0,3016.0,0.0,43.7
New Orleans Saints,0.0,0.0,4.0,4.0,10.0,9.0,7.0,5.0,4.0,3.0,25.0,21.0,84.0,18.0,18.0,100.0,87.0,3551.0,0.0,40.8
Baltimore Ravens,0.0,0.0,8.0,8.0,6.0,5.0,10.0,5.0,1.0,1.0,25.0,19.0,76.0,35.0,34.0,97.1,69.0,3024.0,1.0,43.8
New York Jets,0.0,0.0,9.0,9.0,7.0,6.0,8.0,2.0,0.0,0.0,24.0,17.0,70.8,27.0,26.0,96.3,74.0,3293.0,0.0,44.5
Detroit Lions,0.0,0.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,17.0,12.0,70.6,36.0,36.0,100.0,71.0,3087.0,1.0,43.5
Tampa Bay Buccaneers,2.0,2.0,8.0,7.0,11.0,8.0,8.0,7.0,3.0,1.0,32.0,25.0,78.1,19.0,18.0,94.7,71.0,3058.0,1.0,43.1
Avg Team,0.7,0.7,9.4,8.9,9.6,8.1,8.9,5.7,1.9,1.0,30.5,24.4,80.0,33.0,32.6,98.6,77.5,3341.7,0.4,43.1
