Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
San Diego Chargers,1.0,1.0,6.0,6.0,9.0,8.0,6.0,4.0,4.0,3.0,26.0,22.0,84.6,40.0,40.0,100.0,75.0,3366.0,1.0,44.9
Seattle Seahawks,0.0,0.0,10.0,10.0,10.0,10.0,13.0,9.0,4.0,2.0,37.0,31.0,83.8,41.0,41.0,100.0,62.0,2688.0,1.0,43.4
Minnesota Vikings,2.0,2.0,5.0,4.0,10.0,8.0,9.0,7.0,9.0,5.0,35.0,26.0,74.3,29.0,29.0,100.0,76.0,3318.0,1.0,43.7
Pittsburgh Steelers,0.0,0.0,13.0,12.0,6.0,6.0,10.0,10.0,3.0,1.0,32.0,29.0,90.6,45.0,45.0,100.0,62.0,2667.0,1.0,43.0
Atlanta Falcons,0.0,0.0,10.0,10.0,4.0,4.0,8.0,8.0,10.0,7.0,32.0,29.0,90.6,40.0,40.0,100.0,67.0,3063.0,0.0,45.7
Kansas City Chiefs,1.0,1.0,10.0,10.0,7.0,6.0,10.0,7.0,2.0,1.0,30.0,25.0,83.3,38.0,38.0,100.0,71.0,3164.0,0.0,44.6
Green Bay Packers,0.0,0.0,7.0,7.0,12.0,11.0,7.0,5.0,7.0,4.0,33.0,27.0,81.8,55.0,53.0,96.4,51.0,2159.0,2.0,42.3
Tennessee Titans,0.0,0.0,5.0,5.0,7.0,7.0,8.0,5.0,2.0,2.0,22.0,19.0,86.4,27.0,27.0,100.0,89.0,4118.0,1.0,46.3
Detroit Lions,0.0,0.0,10.0,10.0,6.0,5.0,14.0,6.0,8.0,4.0,38.0,25.0,65.8,32.0,32.0,100.0,68.0,3138.0,0.0,46.1
Washington Redskins,0.0,0.0,11.0,11.0,7.0,6.0,8.0,7.0,1.0,0.0,27.0,24.0,88.9,32.0,31.0,96.9,78.0,3659.0,1.0,46.9
Miami Dolphins,1.0,1.0,12.0,12.0,8.0,7.0,10.0,6.0,6.0,3.0,37.0,29.0,78.4,41.0,41.0,100.0,59.0,2688.0,1.0,45.6
San Francisco 49ers,0.0,0.0,6.0,6.0,9.0,8.0,7.0,5.0,9.0,6.0,31.0,25.0,80.6,33.0,33.0,100.0,73.0,3369.0,1.0,46.2
Baltimore Ravens,0.0,0.0,10.0,10.0,11.0,11.0,4.0,4.0,9.0,4.0,34.0,29.0,85.3,42.0,42.0,100.0,60.0,2841.0,0.0,47.4
Tampa Bay Buccaneers,0.0,0.0,3.0,2.0,8.0,7.0,7.0,6.0,6.0,5.0,24.0,20.0,83.3,31.0,31.0,100.0,79.0,3154.0,1.0,39.9
New Orleans Saints,0.0,0.0,6.0,6.0,9.0,9.0,5.0,3.0,2.0,1.0,22.0,19.0,86.4,47.0,46.0,97.9,58.0,2690.0,0.0,46.4
Chicago Bears,0.0,0.0,5.0,5.0,4.0,3.0,6.0,4.0,1.0,0.0,16.0,12.0,75.0,35.0,33.0,94.3,72.0,3107.0,1.0,43.2
Avg Team,0.3,0.3,7.7,7.5,9.4,8.5,8.6,6.6,4.8,2.9,30.8,25.9,84.0,38.4,38.2,99.3,74.6,3340.5,0.7,44.8
