Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
St. Louis Rams,0.0,0.0,16.0,16.0,13.0,11.0,9.0,8.0,4.0,4.0,42.0,39.0,92.9,46.0,46.0,100.0,59.0,2525.0,0.0,42.8
Atlanta Falcons,0.0,0.0,6.0,6.0,11.0,9.0,7.0,4.0,3.0,0.0,27.0,19.0,70.4,33.0,32.0,97.0,87.0,3473.0,0.0,39.9
Houston Texans,1.0,1.0,3.0,3.0,8.0,8.0,6.0,5.0,4.0,1.0,22.0,18.0,81.8,27.0,27.0,100.0,97.0,4028.0,0.0,41.5
Detroit Lions,0.0,0.0,7.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,23.0,22.0,95.7,27.0,26.0,96.3,96.0,3830.0,1.0,39.9
Washington Redskins,0.0,0.0,8.0,8.0,9.0,7.0,9.0,6.0,7.0,4.0,33.0,25.0,75.8,27.0,26.0,96.3,84.0,3377.0,0.0,40.2
Chicago Bears,1.0,1.0,4.0,4.0,13.0,9.0,14.0,9.0,4.0,3.0,36.0,26.0,72.2,27.0,27.0,100.0,81.0,3340.0,2.0,41.2
Tampa Bay Buccaneers,0.0,0.0,9.0,9.0,6.0,3.0,8.0,3.0,3.0,1.0,26.0,16.0,61.5,34.0,33.0,97.1,83.0,3590.0,0.0,43.3
Denver Broncos,0.0,0.0,12.0,11.0,6.0,6.0,11.0,9.0,3.0,2.0,32.0,28.0,87.5,41.0,41.0,100.0,70.0,3023.0,2.0,43.2
Cincinnati Bengals,0.0,0.0,5.0,5.0,10.0,10.0,8.0,7.0,2.0,0.0,25.0,22.0,88.0,40.0,40.0,100.0,77.0,3045.0,0.0,39.5
New York Giants,0.0,0.0,8.0,6.0,11.0,9.0,8.0,5.0,0.0,0.0,27.0,20.0,74.1,23.0,23.0,100.0,91.0,3681.0,1.0,40.5
New Orleans Saints,0.0,0.0,6.0,6.0,12.0,10.0,9.0,5.0,3.0,1.0,30.0,22.0,73.3,37.0,36.0,97.3,72.0,3188.0,1.0,44.3
San Diego Chargers,1.0,1.0,6.0,6.0,3.0,3.0,7.0,3.0,3.0,2.0,20.0,15.0,75.0,36.0,36.0,100.0,83.0,3456.0,0.0,41.6
Minnesota Vikings,0.0,0.0,7.0,7.0,8.0,6.0,7.0,4.0,3.0,1.0,25.0,18.0,72.0,48.0,48.0,100.0,64.0,2501.0,1.0,39.1
Buffalo Bills,0.0,0.0,12.0,11.0,3.0,3.0,7.0,3.0,2.0,0.0,24.0,17.0,70.8,24.0,24.0,100.0,85.0,3788.0,0.0,44.6
Jacksonville Jaguars,0.0,0.0,11.0,10.0,8.0,4.0,12.0,5.0,2.0,1.0,33.0,20.0,60.6,30.0,30.0,100.0,69.0,2895.0,1.0,42.0
Arizona Cardinals,0.0,0.0,8.0,8.0,10.0,5.0,5.0,4.0,3.0,1.0,26.0,18.0,69.2,20.0,19.0,95.0,83.0,3554.0,1.0,42.8
New York Jets,0.0,0.0,5.0,5.0,15.0,15.0,8.0,7.0,4.0,0.0,32.0,27.0,84.4,24.0,24.0,100.0,72.0,2692.0,1.0,37.4
Cleveland Browns,3.0,3.0,7.0,7.0,8.0,5.0,8.0,6.0,2.0,2.0,28.0,23.0,82.1,24.0,23.0,95.8,73.0,3048.0,0.0,41.8
Avg Team,0.2,0.2,8.8,8.4,8.7,7.2,9.3,6.4,2.9,1.4,29.8,23.6,79.2,35.3,34.7,98.4,79.7,3291.8,0.7,41.3
