Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
New England Patriots,3.0,3.0,8.0,8.0,14.0,9.0,12.0,9.0,2.0,2.0,39.0,31.0,79.5,32.0,32.0,100.0,74.0,3294.0,0.0,44.5
Detroit Lions,0.0,0.0,8.0,8.0,7.0,7.0,15.0,13.0,3.0,1.0,33.0,29.0,87.9,29.0,27.0,93.1,82.0,3506.0,0.0,42.8
San Diego Chargers,0.0,0.0,12.0,11.0,5.0,5.0,10.0,8.0,3.0,2.0,30.0,26.0,86.7,19.0,19.0,100.0,95.0,4174.0,0.0,43.9
Baltimore Ravens,0.0,0.0,6.0,6.0,5.0,5.0,17.0,10.0,0.0,0.0,28.0,21.0,75.0,24.0,24.0,100.0,92.0,4036.0,2.0,43.9
New Orleans Saints,0.0,0.0,7.0,7.0,3.0,3.0,6.0,6.0,6.0,4.0,22.0,20.0,90.9,31.0,31.0,100.0,90.0,4089.0,0.0,45.4
Kansas City Chiefs,2.0,2.0,9.0,9.0,9.0,9.0,10.0,5.0,2.0,2.0,32.0,27.0,84.4,34.0,34.0,100.0,77.0,3298.0,1.0,42.8
Philadelphia Eagles,3.0,3.0,3.0,3.0,5.0,4.0,9.0,3.0,1.0,1.0,21.0,14.0,66.7,17.0,15.0,88.2,104.0,4339.0,0.0,41.7
Green Bay Packers,1.0,1.0,6.0,6.0,15.0,13.0,10.0,9.0,1.0,0.0,33.0,29.0,87.9,43.0,41.0,95.3,65.0,2788.0,0.0,42.9
Carolina Panthers,0.0,0.0,5.0,5.0,5.0,4.0,9.0,6.0,7.0,4.0,26.0,19.0,73.1,37.0,35.0,94.6,77.0,3131.0,0.0,40.7
Tampa Bay Buccaneers,1.0,0.0,7.0,7.0,12.0,8.0,7.0,5.0,1.0,1.0,28.0,21.0,75.0,30.0,29.0,96.7,81.0,3340.0,0.0,41.2
Pittsburgh Steelers,0.0,0.0,10.0,10.0,6.0,5.0,14.0,11.0,2.0,0.0,32.0,26.0,81.3,23.0,23.0,100.0,82.0,3565.0,0.0,43.5
Tennessee Oilers,1.0,1.0,8.0,8.0,15.0,15.0,16.0,12.0,0.0,0.0,40.0,36.0,90.0,28.0,28.0,100.0,69.0,3258.0,0.0,47.2
Chicago Bears,2.0,2.0,9.0,8.0,10.0,9.0,4.0,1.0,1.0,1.0,26.0,21.0,80.8,28.0,27.0,96.4,80.0,3411.0,0.0,42.6
Indianapolis Colts,1.0,1.0,8.0,8.0,4.0,4.0,9.0,8.0,9.0,6.0,31.0,27.0,87.1,23.0,23.0,100.0,79.0,3583.0,0.0,45.4
Cincinnati Bengals,1.0,1.0,4.0,4.0,7.0,6.0,10.0,6.0,5.0,2.0,27.0,19.0,70.4,21.0,21.0,100.0,81.0,3669.0,2.0,45.3
Avg Team,0.7,0.7,7.7,7.3,8.5,7.2,9.9,6.9,2.9,1.6,29.6,23.6,79.6,35.0,34.4,98.3,81.4,3532.9,0.3,43.4
