Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
Pittsburgh Steelers,0.0,0.0,9.0,9.0,15.0,13.0,8.0,8.0,0.0,0.0,32.0,30.0,93.8,39.0,39.0,100.0,76.0,3125.0,1.0,41.1
Tampa Bay Buccaneers,0.0,0.0,3.0,3.0,14.0,12.0,6.0,4.0,6.0,4.0,29.0,23.0,79.3,31.0,31.0,100.0,87.0,3846.0,0.0,44.2
Cleveland Browns,0.0,0.0,7.0,7.0,6.0,5.0,9.0,7.0,4.0,2.0,26.0,21.0,80.8,33.0,33.0,100.0,86.0,3713.0,1.0,43.2
Washington Redskins,0.0,0.0,6.0,5.0,10.0,10.0,7.0,5.0,3.0,1.0,26.0,21.0,80.8,33.0,33.0,100.0,85.0,3526.0,1.0,41.5
Chicago Bears,0.0,0.0,11.0,11.0,7.0,6.0,7.0,6.0,4.0,3.0,29.0,26.0,89.7,46.0,45.0,97.8,69.0,2763.0,1.0,40.0
Jacksonville Jaguars,0.0,0.0,3.0,3.0,12.0,12.0,5.0,4.0,5.0,4.0,25.0,23.0,92.0,23.0,22.0,95.7,95.0,4338.0,0.0,45.7
Green Bay Packers,1.0,1.0,13.0,13.0,8.0,8.0,8.0,6.0,7.0,5.0,37.0,33.0,89.2,42.0,42.0,100.0,64.0,2854.0,0.0,44.6
New Orleans Saints,2.0,2.0,7.0,6.0,8.0,5.0,14.0,10.0,1.0,1.0,32.0,24.0,75.0,48.0,48.0,100.0,61.0,2859.0,0.0,46.9
St. Louis Rams,0.0,0.0,7.0,7.0,10.0,10.0,9.0,8.0,2.0,1.0,28.0,26.0,92.9,34.0,34.0,100.0,78.0,3609.0,0.0,46.3
Detroit Lions,1.0,1.0,5.0,5.0,8.0,6.0,7.0,4.0,3.0,3.0,24.0,19.0,79.2,43.0,42.0,97.7,73.0,3399.0,1.0,46.6
Carolina Panthers,0.0,0.0,9.0,9.0,5.0,4.0,7.0,5.0,6.0,6.0,27.0,24.0,88.9,42.0,42.0,100.0,70.0,3344.0,0.0,47.8
Atlanta Falcons,0.0,0.0,9.0,9.0,8.0,7.0,5.0,5.0,5.0,3.0,27.0,24.0,88.9,39.0,39.0,100.0,70.0,3166.0,2.0,45.2
San Diego Chargers,1.0,1.0,9.0,9.0,16.0,13.0,9.0,9.0,2.0,2.0,37.0,34.0,91.9,42.0,42.0,100.0,56.0,2417.0,0.0,43.2
Avg Team,0.4,0.4,7.6,7.4,9.2,8.3,9.6,7.9,4.5,3.0,31.2,27.0,86.5,39.6,39.4,99.6,79.0,3550.4,0.6,45.0
