Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
Pittsburgh Steelers,2.0,2.0,5.0,5.0,10.0,9.0,11.0,8.0,1.0,1.0,29.0,25.0,86.2,31.0,30.0,96.8,84.0,3795.0,0.0,45.2
New York Jets,0.0,0.0,4.0,3.0,17.0,17.0,12.0,7.0,0.0,0.0,33.0,27.0,81.8,29.0,27.0,93.1,82.0,3693.0,0.0,45.0
Cleveland Browns,0.0,0.0,2.0,2.0,5.0,3.0,5.0,3.0,0.0,0.0,12.0,8.0,66.7,24.0,23.0,95.8,106.0,4645.0,0.0,43.8
Indianapolis Colts,2.0,2.0,10.0,10.0,13.0,11.0,11.0,10.0,2.0,1.0,38.0,34.0,89.5,43.0,43.0,100.0,60.0,2552.0,2.0,42.5
Carolina Panthers,1.0,1.0,10.0,10.0,6.0,6.0,7.0,6.0,4.0,2.0,28.0,25.0,89.3,47.0,46.0,97.9,65.0,2562.0,0.0,39.4
Buffalo Bills,2.0,2.0,10.0,10.0,10.0,7.0,9.0,3.0,3.0,3.0,34.0,25.0,73.5,33.0,33.0,100.0,73.0,2840.0,0.0,38.9
Cincinnati Bengals,1.0,1.0,11.0,9.0,12.0,7.0,2.0,0.0,1.0,1.0,27.0,18.0,66.7,27.0,27.0,100.0,84.0,3298.0,2.0,39.3
Minnesota Vikings,0.0,0.0,8.0,6.0,11.0,9.0,9.0,4.0,2.0,0.0,30.0,19.0,63.3,46.0,46.0,100.0,61.0,2769.0,0.0,45.4
Atlanta Falcons,1.0,1.0,5.0,5.0,8.0,5.0,6.0,4.0,1.0,0.0,21.0,15.0,71.4,34.0,34.0,100.0,80.0,3163.0,0.0,39.5
New Orleans Saints,0.0,0.0,11.0,9.0,7.0,6.0,9.0,7.0,2.0,2.0,29.0,24.0,82.8,21.0,20.0,95.2,83.0,3282.0,0.0,39.5
San Francisco 49ers,1.0,1.0,7.0,7.0,8.0,7.0,6.0,5.0,1.0,1.0,23.0,21.0,91.3,31.0,30.0,96.8,75.0,2962.0,2.0,39.5
Avg Team,0.8,0.8,8.4,8.0,9.3,7.5,9.7,6.6,2.8,1.4,31.1,24.2,77.7,34.3,33.9,98.9,83.2,3482.1,0.4,41.9
