Tm,FGA019,FGM019,FGA2029,FGM2029,FGA3039,FGM3039,FGA4049,FGM4049,FGA50Plus,FGM50Plus,TFGA,TFGM,FG%,XPA,XPM,XP%,Pnt,PntYds,PntBlck,Y/Pnt
Green Bay Packers,1.0,1.0,7.0,7.0,4.0,4.0,11.0,8.0,5.0,4.0,28.0,24.0,85.7,36.0,36.0,100.0,81.0,3554.0,0.0,43.9
Miami Dolphins,1.0,1.0,3.0,3.0,4.0,4.0,6.0,4.0,2.0,1.0,16.0,13.0,81.3,36.0,33.0,91.7,92.0,4380.0,0.0,47.6
Detroit Lions,0.0,0.0,3.0,3.0,9.0,8.0,6.0,6.0,6.0,5.0,24.0,22.0,91.7,39.0,36.0,92.3,80.0,3679.0,0.0,46.0
Baltimore Ravens,0.0,0.0,10.0,10.0,9.0,9.0,11.0,10.0,10.0,4.0,40.0,33.0,82.5,29.0,29.0,100.0,74.0,3454.0,0.0,46.7
Seattle Seahawks,0.0,0.0,9.0,9.0,7.0,7.0,9.0,7.0,6.0,6.0,31.0,29.0,93.5,44.0,40.0,90.9,68.0,3105.0,0.0,45.7
Washington Redskins,0.0,0.0,7.0,7.0,9.0,9.0,10.0,8.0,4.0,2.0,30.0,26.0,86.7,41.0,40.0,97.6,71.0,3224.0,1.0,45.4
Minnesota Vikings,0.0,0.0,9.0,9.0,15.0,13.0,7.0,6.0,8.0,6.0,39.0,34.0,87.2,37.0,33.0,89.2,66.0,2746.0,0.0,41.6
Chicago Bears,1.0,1.0,8.0,8.0,12.0,10.0,9.0,7.0,9.0,7.0,39.0,33.0,84.6,29.0,28.0,96.6,74.0,3233.0,1.0,43.7
San Francisco 49ers,0.0,0.0,10.0,9.0,6.0,6.0,8.0,6.0,3.0,3.0,27.0,24.0,88.9,21.0,20.0,95.2,92.0,4017.0,0.0,43.7
New Orleans Saints,0.0,0.0,6.0,5.0,9.0,7.0,6.0,3.0,5.0,3.0,26.0,18.0,69.2,46.0,44.0,95.7,67.0,3006.0,0.0,44.9
San Diego Chargers,0.0,0.0,4.0,4.0,7.0,7.0,16.0,11.0,5.0,4.0,32.0,26.0,81.3,32.0,28.0,87.5,73.0,3261.0,1.0,44.7
Tennessee Titans,0.0,0.0,3.0,3.0,3.0,3.0,7.0,7.0,3.0,1.0,16.0,14.0,87.5,31.0,29.0,93.5,88.0,4175.0,0.0,47.4
Pittsburgh Steelers,1.0,1.0,11.0,11.0,9.0,9.0,19.0,12.0,2.0,2.0,42.0,35.0,83.3,34.0,32.0,94.1,59.0,2511.0,0.0,42.6
Tampa Bay Buccaneers,0.0,0.0,11.0,10.0,11.0,10.0,9.0,4.0,9.0,5.0,40.0,29.0,72.5,34.0,31.0,91.2,56.0,2348.0,0.0,41.9
Cleveland Browns,0.0,0.0,11.0,11.0,10.0,10.0,9.0,7.0,2.0,0.0,32.0,28.0,87.5,24.0,22.0,91.7,70.0,3270.0,0.0,46.7
Dallas Cowboys,0.0,0.0,9.0,9.0,10.0,10.0,7.0,6.0,6.0,5.0,32.0,30.0,93.8,25.0,25.0,100.0,69.0,3117.0,0.0,45.2
Atlanta Falcons,1.0,1.0,6.0,6.0,8.0,7.0,13.0,8.0,3.0,3.0,31.0,25.0,80.6,34.0,34.0,100.0,59.0,2735.0,1.0,46.4
Avg Team,0.3,0.3,7.4,7.2,8.5,8.0,9.7,7.3,5.0,3.3,30.8,26.1,84.5,38.0,35.8,94.2,76.3,3447.6,0.3,45.2
