Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,EXP
14,Arizona Cardinals,16,320,568,56.3,3808,21,3.7,12,2.1,81,7.0,6.8,12.5,238.0,81.8,28,182,6.4,6.2,4.7,3,3,55.43
15,Chicago Bears,16,396,609,65.0,3792,30,4.9,19,3.1,74,6.6,6.2,10.2,237.0,87.3,41,243,5.8,5.4,6.3,1,1,-2.52
16,Dallas Cowboys,16,328,476,68.9,3784,37,7.8,11,2.3,68,8.4,8.9,12.2,236.5,110.9,30,224,7.5,8.0,5.9,4,5,196.41
17,Miami Dolphins,16,394,595,66.2,3729,27,4.5,12,2.0,50,6.8,6.8,10.3,233.1,92.5,46,337,5.8,5.8,7.2,2,1,83.74
18,Buffalo Bills,16,363,579,62.7,3614,23,4.0,13,2.2,84,6.7,6.4,10.6,225.9,86.0,39,242,5.8,5.6,6.3,2,3,21.36
19,Carolina Panthers,16,327,545,60.0,3511,23,4.2,12,2.2,51,7.0,6.9,11.7,219.4,86.2,42,317,6.0,5.8,7.2,3,2,56.09
20,Cleveland Browns,16,274,502,54.6,3465,12,2.4,16,3.2,81,7.3,6.4,13.4,216.6,72.8,31,213,6.5,5.6,5.8,4,4,23.61
21,Cincinnati Bengals,16,323,503,64.2,3421,20,4.0,17,3.4,81,7.1,6.3,11.0,213.8,84.2,23,130,6.5,5.8,4.4,4,3,9.94
22,Tennessee Titans,16,299,513,58.3,3412,20,3.9,16,3.1,80,7.3,6.7,12.5,213.3,81.0,50,326,6.1,5.5,8.9,,,-41.89
23,St. Louis Rams,16,327,515,63.5,3400,20,3.9,16,3.1,63,7.2,6.6,11.3,212.5,84.9,47,295,6.0,5.5,8.4,1,2,5.26
24,Houston Texans,16,295,485,60.8,3352,22,4.5,13,2.7,76,7.1,6.8,11.7,209.5,86.4,26,108,6.6,6.3,5.1,1,1,41.25
25,Tampa Bay Buccaneers,16,301,531,56.7,3297,21,4.0,20,3.8,56,6.8,5.9,12.0,206.1,75.2,52,326,5.7,4.8,8.9,1,1,-17.44
26,Oakland Raiders,16,365,629,58.0,3275,22,3.5,16,2.5,77,5.5,5.0,9.5,204.7,74.4,28,181,5.0,4.6,4.3,1,1,-60.61
27,Seattle Seahawks,16,287,454,63.2,3250,20,4.4,7,1.5,80,7.7,7.9,12.2,203.1,95.1,42,242,6.6,6.7,8.5,2,5,88.28
28,Minnesota Vikings,16,322,517,62.3,3244,17,3.3,18,3.5,87,6.9,6.0,11.1,202.8,79.2,51,322,5.7,4.9,9.0,3,3,1.79
29,Kansas City Chiefs,16,320,493,64.9,3182,18,3.7,6,1.2,70,7.0,7.1,10.7,198.9,92.2,49,246,5.9,6.0,9.0,3,3,58.31
30,San Francisco 49ers,16,292,487,60.0,3063,20,4.1,10,2.1,80,7.0,6.9,11.7,191.4,86.3,52,344,5.7,5.6,9.6,3,2,46.81
31,Jacksonville Jaguars,16,325,557,58.3,3001,15,2.7,18,3.2,63,6.2,5.3,10.6,187.6,72.0,71,450,4.8,4.0,11.3,1,1,-103.83
32,New York Jets,16,287,498,57.6,2946,16,3.2,15,3.0,74,6.4,5.7,11.2,184.1,75.1,47,260,5.4,4.8,8.6,1,2,-10.34
,Avg Team,,350.0,558.7,62.6,3789.0,25.2,4.5,14.1,2.5,74,7.2,7.0,11.5,236.8,87.1,37.9,239.1,6.35,6.1,6.3,2.2,2.4,67.8
,League Total,,11200,17879,62.6,121247,807,4.5,450,2.5,94,7.2,7.0,11.5,236.8,87.1,1212,7651,6.35,6.1,6.3,69,76,
,Avg Tm/G,,21.9,34.9,62.6,236.8,1.6,4.5,0.9,2.5,,7.2,7.0,11.5,236.8,87.1,2.4,14.9,6.35,6.1,6.3,,,
