Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%
Tampa Bay Buccaneers,315.0,5160.0,950.0,5.4,28.0,14.0,269.0,239.0,473.0,3429.0,20.0,14.0,7.0,159.0,458.0,1731.0,13.0,3.8,95.0,89.0,779.0,15.0,0.0,0.0
St. Louis Cardinals,315.0,5077.0,1044.0,4.9,44.0,20.0,300.0,253.0,477.0,2864.0,15.0,24.0,5.5,141.0,519.0,2213.0,20.0,4.3,135.0,106.0,877.0,24.0,0.0,0.0
Buffalo Bills,311.0,5640.0,1043.0,5.4,38.0,18.0,315.0,253.0,503.0,3515.0,25.0,20.0,6.8,163.0,524.0,2125.0,13.0,4.1,127.0,114.0,1001.0,25.0,0.0,0.0
Los Angeles Rams,303.0,4793.0,1086.0,4.4,47.0,15.0,305.0,235.0,477.0,2557.0,15.0,32.0,4.9,134.0,559.0,2236.0,17.0,4.0,142.0,117.0,916.0,29.0,0.0,0.0
New York Giants,295.0,4326.0,1034.0,4.2,36.0,16.0,253.0,251.0,506.0,2641.0,16.0,20.0,4.8,140.0,481.0,1685.0,11.0,3.5,92.0,108.0,897.0,21.0,0.0,0.0
Houston Oilers,281.0,4511.0,947.0,4.8,44.0,21.0,241.0,258.0,441.0,2777.0,21.0,23.0,5.8,124.0,466.0,1734.0,11.0,3.7,103.0,93.0,825.0,14.0,0.0,0.0
Cleveland Browns,276.0,5915.0,1138.0,5.2,53.0,26.0,364.0,348.0,624.0,3986.0,21.0,27.0,6.0,196.0,474.0,1929.0,11.0,4.1,131.0,109.0,971.0,37.0,0.0,0.0
Oakland Raiders,273.0,4977.0,1091.0,4.6,48.0,20.0,296.0,267.0,545.0,2919.0,18.0,28.0,4.9,166.0,493.0,2058.0,11.0,4.2,108.0,101.0,867.0,22.0,0.0,0.0
Baltimore Colts,259.0,4908.0,957.0,5.1,37.0,14.0,274.0,265.0,479.0,3058.0,21.0,23.0,5.9,158.0,441.0,1850.0,11.0,4.2,95.0,106.0,913.0,21.0,0.0,0.0
Chicago Bears,253.0,4633.0,1132.0,4.1,40.0,17.0,278.0,222.0,489.0,2462.0,14.0,23.0,4.7,126.0,608.0,2171.0,13.0,3.6,126.0,121.0,996.0,26.0,0.0,0.0
New Orleans Saints,207.0,4705.0,1028.0,4.6,47.0,20.0,280.0,238.0,441.0,2419.0,8.0,27.0,5.0,124.0,546.0,2286.0,16.0,4.2,126.0,109.0,899.0,30.0,0.0,0.0
Avg Team,330.8,5352.0,1061.0,5.0,39.9,18.1,310.4,276.6,506.4,3269.8,21.1,21.8,6.0,163.4,518.1,2082.3,15.8,4.0,121.8,102.89285714285714,867.5357142857143,25.3,0.0,0.0
