Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%
Kansas City Chiefs,358.0,5242.0,1059.0,4.9,21.0,11.0,295.0,300.0,531.0,3020.0,21.0,10.0,5.5,164.0,507.0,2222.0,14.0,4.4,113.0,116.0,851.0,18.0,0.0,0.0
Buffalo Bills,350.0,5117.0,1059.0,4.8,26.0,12.0,300.0,279.0,506.0,3124.0,24.0,14.0,5.8,142.0,521.0,1993.0,10.0,3.8,130.0,89.0,672.0,28.0,0.0,0.0
Cincinnati Bengals,349.0,5192.0,975.0,5.3,32.0,14.0,288.0,334.0,586.0,3753.0,29.0,18.0,6.1,184.0,364.0,1439.0,7.0,4.0,76.0,103.0,835.0,28.0,0.0,0.0
Houston Oilers,348.0,4905.0,1046.0,4.7,38.0,20.0,295.0,314.0,536.0,3241.0,22.0,18.0,5.7,157.0,478.0,1664.0,12.0,3.5,109.0,98.0,791.0,29.0,0.0,0.0
Oakland Raiders,348.0,5505.0,1042.0,5.3,34.0,13.0,317.0,317.0,543.0,3573.0,25.0,21.0,6.2,189.0,463.0,1932.0,10.0,4.2,104.0,134.0,1059.0,24.0,0.0,0.0
Indianapolis Colts,331.0,4919.0,961.0,5.1,22.0,11.0,281.0,270.0,434.0,3064.0,20.0,11.0,6.3,147.0,478.0,1855.0,14.0,3.9,110.0,97.0,943.0,24.0,0.0,0.0
Washington Redskins,326.0,5184.0,1026.0,5.1,30.0,10.0,297.0,265.0,521.0,3228.0,16.0,20.0,5.8,169.0,469.0,1956.0,15.0,4.2,105.0,78.0,563.0,23.0,0.0,0.0
San Diego Chargers,321.0,5213.0,1051.0,5.0,30.0,12.0,314.0,318.0,540.0,3466.0,17.0,18.0,6.1,185.0,479.0,1747.0,14.0,3.6,108.0,107.0,953.0,21.0,0.0,0.0
New Orleans Saints,319.0,5178.0,984.0,5.3,25.0,11.0,294.0,349.0,573.0,3788.0,26.0,14.0,6.3,202.0,383.0,1390.0,11.0,3.6,75.0,86.0,688.0,17.0,0.0,0.0
Philadelphia Eagles,318.0,4807.0,1050.0,4.6,36.0,17.0,290.0,284.0,496.0,2686.0,11.0,19.0,5.0,145.0,508.0,2121.0,19.0,4.2,126.0,112.0,838.0,19.0,0.0,0.0
St. Louis Rams,309.0,5236.0,1067.0,4.9,39.0,16.0,292.0,366.0,632.0,3805.0,27.0,23.0,5.6,199.0,392.0,1431.0,5.0,3.7,77.0,117.0,916.0,16.0,0.0,0.0
New England Patriots,294.0,5457.0,1187.0,4.6,36.0,20.0,335.0,351.0,686.0,3591.0,14.0,16.0,5.0,207.0,474.0,1866.0,16.0,3.9,106.0,84.0,676.0,22.0,0.0,0.0
New York Giants,290.0,4483.0,1003.0,4.5,28.0,15.0,288.0,260.0,479.0,2650.0,11.0,13.0,5.0,150.0,478.0,1833.0,17.0,3.8,113.0,92.0,772.0,25.0,0.0,0.0
Cleveland Browns,289.0,5076.0,985.0,5.2,31.0,11.0,293.0,324.0,555.0,3594.0,21.0,20.0,6.1,189.0,398.0,1482.0,5.0,3.7,83.0,107.0,966.0,21.0,0.0,0.0
Carolina Panthers,289.0,4619.0,1029.0,4.5,41.0,16.0,250.0,263.0,537.0,3046.0,16.0,25.0,5.3,157.0,454.0,1573.0,10.0,3.5,74.0,94.0,683.0,19.0,0.0,0.0
Jacksonville Jaguars,275.0,4495.0,962.0,4.7,28.0,13.0,283.0,275.0,495.0,2790.0,19.0,15.0,5.1,154.0,410.0,1705.0,9.0,4.2,100.0,121.0,970.0,29.0,0.0,0.0
Arizona Cardinals,275.0,4866.0,1002.0,4.9,43.0,19.0,285.0,327.0,560.0,3503.0,17.0,24.0,5.7,184.0,387.0,1363.0,3.0,3.5,65.0,119.0,835.0,36.0,0.0,0.0
Tampa Bay Buccaneers,238.0,4542.0,961.0,4.7,34.0,14.0,283.0,267.0,507.0,2955.0,5.0,20.0,5.2,159.0,398.0,1587.0,19.0,4.0,101.0,113.0,882.0,23.0,0.0,0.0
New York Jets,233.0,4067.0,1001.0,4.1,42.0,18.0,254.0,330.0,589.0,2788.0,20.0,24.0,4.4,159.0,365.0,1279.0,2.0,3.5,78.0,121.0,1078.0,17.0,0.0,0.0
Avg Team,343.8,5262.1,1032.5,5.1,30.6,13.5,309.5,323.9,556.6,3532.5,22.1,17.1,6.0,185.6,440.0,1729.5,12.8,3.9,100.7,102.83333333333333,819.9,23.2,0.0,0.0
