Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%
Seattle Seahawks,339.0,4842.0,983.0,4.9,34.0,14.0,291.0,245.0,437.0,2756.0,22.0,20.0,5.9,139.0,517.0,2086.0,14.0,4.0,125.0,89.0,790.0,27.0,0.0,0.0
Pittsburgh Steelers,336.0,5204.0,1030.0,5.1,39.0,19.0,292.0,226.0,489.0,2976.0,15.0,20.0,5.6,150.0,499.0,2228.0,17.0,4.5,120.0,99.0,803.0,22.0,0.0,0.0
Buffalo Bills,329.0,5315.0,1012.0,5.3,33.0,16.0,313.0,271.0,454.0,3182.0,15.0,17.0,6.6,161.0,528.0,2133.0,15.0,4.0,137.0,109.0,824.0,15.0,0.0,0.0
Denver Broncos,327.0,5506.0,1077.0,5.1,34.0,12.0,338.0,324.0,581.0,3691.0,24.0,22.0,6.0,196.0,464.0,1815.0,13.0,3.9,106.0,85.0,717.0,36.0,0.0,0.0
Los Angeles Raiders,325.0,4961.0,1035.0,4.8,33.0,13.0,283.0,219.0,496.0,3109.0,21.0,20.0,5.7,145.0,493.0,1852.0,15.0,3.8,116.0,102.0,762.0,22.0,0.0,0.0
Miami Dolphins,319.0,5721.0,963.0,5.9,35.0,12.0,321.0,363.0,621.0,4516.0,29.0,23.0,7.2,218.0,335.0,1205.0,11.0,3.6,77.0,99.0,845.0,26.0,0.0,0.0
New Orleans Saints,312.0,5131.0,1034.0,5.0,32.0,16.0,306.0,286.0,498.0,3085.0,21.0,16.0,5.9,179.0,512.0,2046.0,9.0,4.0,108.0,101.0,821.0,19.0,0.0,0.0
Chicago Bears,312.0,5317.0,1040.0,5.1,34.0,19.0,303.0,248.0,461.0,2998.0,13.0,15.0,6.2,134.0,555.0,2319.0,25.0,4.2,137.0,88.0,644.0,32.0,0.0,0.0
Cleveland Browns,304.0,5011.0,1013.0,4.9,33.0,16.0,294.0,313.0,537.0,3436.0,19.0,17.0,6.0,177.0,440.0,1575.0,10.0,3.6,93.0,110.0,875.0,24.0,0.0,0.0
Dallas Cowboys,265.0,5483.0,1059.0,5.2,40.0,13.0,311.0,307.0,555.0,3488.0,21.0,27.0,5.9,175.0,469.0,1995.0,10.0,4.3,112.0,141.0,1148.0,24.0,0.0,0.0
Tampa Bay Buccaneers,261.0,5061.0,998.0,5.1,52.0,16.0,295.0,253.0,512.0,3308.0,16.0,36.0,6.1,173.0,452.0,1753.0,11.0,3.9,91.0,102.0,816.0,31.0,0.0,0.0
Kansas City Chiefs,254.0,4844.0,1019.0,4.8,33.0,12.0,289.0,282.0,528.0,3131.0,16.0,21.0,5.5,161.0,448.0,1713.0,8.0,3.8,104.0,85.0,636.0,24.0,0.0,0.0
New England Patriots,250.0,4293.0,1000.0,4.3,38.0,10.0,264.0,199.0,389.0,2173.0,12.0,28.0,5.3,112.0,588.0,2120.0,17.0,3.6,126.0,87.0,665.0,26.0,0.0,0.0
Atlanta Falcons,244.0,4582.0,1002.0,4.6,37.0,18.0,257.0,250.0,481.0,2566.0,13.0,19.0,4.9,136.0,478.0,2016.0,11.0,4.2,106.0,67.0,542.0,15.0,0.0,0.0
Green Bay Packers,240.0,4664.0,1018.0,4.6,50.0,26.0,280.0,319.0,582.0,3285.0,13.0,24.0,5.2,175.0,385.0,1379.0,14.0,3.6,78.0,94.0,785.0,27.0,0.0,0.0
San Diego Chargers,231.0,4429.0,937.0,4.7,32.0,12.0,255.0,241.0,468.0,2388.0,11.0,20.0,4.8,116.0,438.0,2041.0,11.0,4.7,115.0,118.0,1039.0,24.0,0.0,0.0
Detroit Lions,220.0,3405.0,920.0,3.7,33.0,15.0,226.0,213.0,477.0,2162.0,13.0,18.0,4.1,141.0,391.0,1243.0,7.0,3.2,63.0,94.0,804.0,22.0,0.0,0.0
Avg Team,324.1,5153.2,1026.7,5.0,34.5,14.7,302.6,273.9,504.7,3210.5,19.9,19.8,5.9,164.8,485.0,1942.7,15.1,4.0,113.9,99.64285714285714,808.7857142857143,24.0,0.0,0.0
