Tm,PF,TotalYds,Ply,Y/Play,TO,FL,1stD,Cmp,PassAtt,PassYds,PassTD,Int,NY/A,1stDpass,RushAtt,RushYds,RushTD,Y/Arun,1stDrun,Pen,PenYds,1stPy,Sc%,TO%
Cleveland Browns,334.0,5042.0,1011.0,5.0,30.0,15.0,285.0,309.0,529.0,3433.0,20.0,15.0,6.1,161.0,448.0,1609.0,14.0,3.6,101.0,128.0,973.0,23.0,0.0,0.0
Miami Dolphins,331.0,5546.0,1011.0,5.5,41.0,16.0,310.0,331.0,601.0,4216.0,26.0,25.0,6.9,201.0,400.0,1330.0,10.0,3.3,88.0,83.0,614.0,21.0,0.0,0.0
Tampa Bay Buccaneers,320.0,4842.0,1025.0,4.7,37.0,9.0,288.0,302.0,570.0,3335.0,23.0,28.0,5.4,174.0,412.0,1507.0,10.0,3.7,84.0,104.0,881.0,30.0,0.0,0.0
Kansas City Chiefs,318.0,5265.0,1017.0,5.2,41.0,18.0,304.0,259.0,435.0,3038.0,14.0,23.0,6.6,165.0,559.0,2227.0,18.0,4.0,120.0,116.0,878.0,19.0,0.0,0.0
Los Angeles Raiders,315.0,4989.0,912.0,5.5,34.0,12.0,259.0,201.0,414.0,2951.0,21.0,22.0,6.4,143.0,454.0,2038.0,9.0,4.5,93.0,132.0,1105.0,23.0,0.0,0.0
Detroit Lions,312.0,4992.0,928.0,5.4,48.0,24.0,274.0,229.0,450.0,2939.0,11.0,24.0,5.8,139.0,421.0,2053.0,23.0,4.9,117.0,121.0,977.0,18.0,0.0,0.0
Indianapolis Colts,298.0,4813.0,979.0,4.9,27.0,10.0,273.0,253.0,493.0,2960.0,18.0,17.0,5.7,140.0,458.0,1853.0,11.0,4.0,118.0,89.0,704.0,15.0,0.0,0.0
New England Patriots,297.0,5456.0,1129.0,4.8,39.0,12.0,335.0,302.0,610.0,3707.0,17.0,27.0,5.8,187.0,485.0,1749.0,12.0,3.6,114.0,63.0,509.0,34.0,0.0,0.0
Atlanta Falcons,279.0,4669.0,947.0,4.9,23.0,11.0,261.0,312.0,578.0,3514.0,17.0,12.0,5.6,173.0,318.0,1155.0,11.0,3.6,75.0,82.0,671.0,13.0,0.0,0.0
San Diego Chargers,266.0,4910.0,986.0,5.0,36.0,17.0,267.0,270.0,515.0,3037.0,15.0,19.0,5.5,149.0,432.0,1873.0,13.0,4.3,95.0,122.0,906.0,23.0,0.0,0.0
Pittsburgh Steelers,265.0,3996.0,955.0,4.2,31.0,18.0,244.0,210.0,404.0,2178.0,10.0,13.0,4.8,117.0,500.0,1818.0,17.0,3.6,106.0,116.0,986.0,21.0,0.0,0.0
Phoenix Cardinals,258.0,4641.0,986.0,4.7,44.0,14.0,262.0,279.0,523.0,3280.0,17.0,30.0,5.7,157.0,407.0,1361.0,10.0,3.3,83.0,113.0,856.0,22.0,0.0,0.0
New York Jets,253.0,5011.0,1032.0,4.9,41.0,17.0,292.0,338.0,570.0,3415.0,14.0,24.0,5.4,189.0,400.0,1596.0,11.0,4.0,91.0,116.0,953.0,12.0,0.0,0.0
Seattle Seahawks,241.0,4596.0,1010.0,4.6,37.0,14.0,290.0,316.0,559.0,3204.0,21.0,23.0,5.3,180.0,405.0,1392.0,5.0,3.4,86.0,79.0,738.0,24.0,0.0,0.0
Dallas Cowboys,204.0,4294.0,898.0,4.8,42.0,15.0,246.0,266.0,513.0,2885.0,14.0,27.0,5.3,145.0,355.0,1409.0,7.0,4.0,78.0,100.0,771.0,23.0,0.0,0.0
Avg Team,329.7,5218.6,1018.3,5.1,35.0,15.1,300.3,285.7,512.1,3374.1,20.8,20.0,6.1,170.4,466.7,1844.5,13.9,4.0,107.6,102.92857142857143,826.3571428571429,22.3,0.0,0.0
